store_id,region,city,category,subcategory,unit_price,quantity,discount,total_sales,profit,customer_type,payment_method,online_order,stockout_flag,weekday,month,year,hour,price_qty,discount_value,profit_margin
78,0,1,3,2,54.31,4,0.0,217.24,11.27,0,2,0,0,1,5,2023,21,217.24,0.0,0.05164039589442815
76,0,1,1,0,55.48,4,0.15,188.63,35.97,1,0,0,0,3,3,2023,7,221.92,33.288,0.18968517639613985
38,2,0,1,0,61.35,1,0.15,52.15,4.8,1,3,1,0,2,4,2023,3,61.35,9.2025,0.090310442144873
27,1,5,0,5,3.49,1,0.05,3.32,0.68,1,0,0,0,6,4,2023,20,3.49,0.17450000000000002,0.1574074074074074
41,2,3,0,5,14.11,2,0.0,28.22,1.65,0,1,0,0,3,12,2024,4,28.22,0.0,0.05646817248459959
15,2,4,1,6,62.22,4,0.0,248.88,61.04,0,2,1,0,2,7,2024,13,248.88,0.0,0.2442772530814791
21,2,4,2,8,1.98,4,0.0,7.92,1.76,1,2,0,0,3,10,2023,5,7.92,0.0,0.19730941704035876
29,2,6,0,9,32.51,4,0.0,130.04,31.65,1,2,0,0,6,1,2023,21,130.04,0.0,0.24152930402930403
35,0,1,2,1,12.99,2,0.1,23.38,2.79,0,3,0,0,1,9,2023,5,25.98,2.5980000000000003,0.11443806398687449
37,2,3,1,0,54.17,2,0.0,108.34,25.98,0,2,1,0,6,2,2023,22,108.34,0.0,0.23760746295957563
15,0,1,1,6,47.97,2,0.2,76.75,18.27,0,2,1,0,0,12,2023,12,95.94,19.188,0.234983922829582
62,2,4,0,9,62.05,2,0.1,111.69,20.68,0,2,1,0,2,3,2024,18,124.1,12.41,0.18351229035406869
57,3,2,1,6,59.73,1,0.0,59.73,5.91,1,1,1,0,5,8,2023,21,59.73,0.0,0.09731598880289809
63,2,4,2,1,3.85,4,0.1,13.86,1.3,0,0,1,0,6,2,2024,7,15.4,1.54,0.08748317631224765
50,2,0,0,9,41.45,2,0.2,66.32,15.15,0,3,1,0,2,4,2024,21,82.9,16.580000000000002,0.22504456327985742
30,1,5,3,4,0.58,1,0.1,0.52,0.03,1,2,0,0,1,9,2023,20,0.58,0.057999999999999996,0.019736842105263157
37,2,4,1,3,64.18,1,0.0,64.18,8.53,1,0,0,0,3,6,2023,7,64.18,0.0,0.1308683645289966
45,2,3,3,2,14.19,1,0.05,13.48,1.48,0,3,0,0,2,2,2024,18,14.19,0.7095,0.10220994475138122
8,2,6,0,9,1.56,3,0.0,4.68,1.02,1,0,0,0,0,3,2024,15,4.68,0.0,0.1795774647887324
38,2,3,0,9,28.94,1,0.0,28.94,4.08,1,2,0,0,0,5,2023,14,28.94,0.0,0.13627254509018036
55,2,3,0,5,39.77,3,0.0,119.31,24.61,0,0,0,0,0,1,2023,23,119.31,0.0,0.20455489984207464
14,2,3,1,0,63.43,3,0.05,180.78,36.77,1,0,0,0,6,5,2023,15,190.29,9.5145,0.2022774782704368
25,2,6,3,4,22.69,1,0.15,19.29,3.63,0,0,1,1,1,8,2024,21,22.69,3.4035,0.17890586495810745
5,2,3,0,5,18.98,4,0.1,68.33,14.65,1,1,1,0,4,3,2024,21,75.92,7.5920000000000005,0.2113082359728833
36,2,0,3,2,4.57,2,0.2,7.31,1.23,1,3,0,0,5,6,2024,20,9.14,1.8280000000000003,0.14801444043321302
20,2,6,0,5,10.6,2,0.05,20.14,1.74,1,2,1,1,5,8,2024,19,21.2,1.06,0.08230842005676442
24,2,3,1,3,50.79,2,0.1,91.42,14.72,1,3,0,0,6,1,2023,16,101.58,10.158000000000001,0.15927288465700065
68,2,4,1,0,81.14,3,0.15,206.91,25.62,1,2,1,0,3,10,2023,7,243.42000000000002,36.513,0.12322639603674668
65,3,2,2,7,31.87,1,0.05,30.28,2.24,0,3,1,1,4,10,2023,9,31.87,1.5935000000000001,0.07161125319693096
11,2,3,1,0,24.74,1,0.05,23.5,2.02,1,0,0,1,0,6,2024,19,24.74,1.237,0.08244897959183674
57,2,4,3,4,31.48,4,0.0,125.92,20.75,1,1,0,0,0,10,2023,22,125.92,0.0,0.16348881184998423
66,2,3,3,2,17.3,1,0.15,14.71,2.59,1,0,0,0,2,5,2024,3,17.3,2.595,0.16486314449395287
32,2,0,1,3,46.46,2,0.1,83.63,19.38,0,0,0,0,4,7,2024,13,92.92,9.292,0.22899680964197094
48,3,2,1,6,72.23,2,0.0,144.46,11.75,1,2,0,0,4,9,2023,21,144.46,0.0,0.08077822081671937
73,2,4,3,4,45.62,3,0.0,136.86,32.13,0,1,0,0,1,10,2023,22,136.85999999999999,0.0,0.23306252720150877
32,3,2,0,9,43.63,2,0.0,87.26,12.54,1,3,0,1,0,5,2023,2,87.26,0.0,0.14208021753908903
71,0,1,0,5,8.22,1,0.0,8.22,1.99,1,0,0,0,0,2,2023,13,8.22,0.0,0.2158351409978308
3,0,1,1,3,53.82,2,0.2,86.11,18.33,1,2,1,0,2,6,2024,20,107.64,21.528000000000002,0.21042360234186658
68,2,4,3,2,31.63,3,0.1,85.4,18.17,0,2,1,0,6,6,2023,10,94.89,9.489,0.21030092592592592
66,2,0,2,7,44.51,4,0.15,151.33,21.55,1,3,1,0,2,4,2023,12,178.04,26.706,0.14146917875664675
75,3,2,0,9,15.42,3,0.1,41.63,3.09,1,0,1,0,0,7,2023,8,46.26,4.626,0.07248416608022519
28,2,3,1,0,56.29,3,0.05,160.43,24.35,1,1,1,1,2,8,2023,3,168.87,8.4435,0.1508393731028929
61,2,0,1,6,37.87,1,0.1,34.08,4.02,1,2,1,0,1,5,2023,12,37.87,3.787,0.1145952109464082
24,0,1,0,9,1.08,2,0.05,2.05,0.46,1,0,1,0,5,4,2024,17,2.16,0.10800000000000001,0.15081967213114755
73,2,4,1,0,76.25,1,0.0,76.25,11.47,1,0,1,0,1,12,2024,12,76.25,0.0,0.14847896440129452
46,2,4,1,6,87.12,2,0.05,165.53,19.48,1,2,1,1,3,5,2023,13,174.24,8.712000000000002,0.11697592025460878
4,3,2,0,5,23.56,3,0.0,70.68,9.67,0,2,0,0,1,2,2023,19,70.67999999999999,0.0,0.13490513392857142
70,0,1,0,9,45.07,1,0.0,45.07,7.04,0,0,1,1,6,11,2023,1,45.07,0.0,0.15281093987410463
26,2,0,1,6,67.23,2,0.2,107.57,10.84,1,1,0,0,2,11,2024,7,134.46,26.892000000000003,0.09984341899235517
45,2,4,3,2,12.1,2,0.05,22.99,2.07,0,3,1,1,6,12,2023,18,24.2,1.21,0.08628595248020009
66,2,3,3,2,32.23,1,0.15,27.4,6.11,0,2,0,0,1,10,2023,22,32.23,4.834499999999999,0.21514084507042255
34,1,5,1,3,90.76,1,0.2,72.61,13.02,1,1,0,0,0,9,2024,8,90.76,18.152,0.1768781415568537
41,3,2,1,6,59.28,4,0.15,201.55,45.41,1,1,1,0,0,12,2023,23,237.12,35.568,0.22419155764008883
21,0,1,2,8,56.29,1,0.0,56.29,11.3,1,0,1,0,1,10,2023,23,56.29,0.0,0.19724210158840985
42,2,6,0,9,27.39,2,0.1,49.3,10.57,0,3,0,1,4,9,2023,17,54.78,5.478000000000001,0.21013916500994037
32,2,0,1,3,76.44,1,0.2,61.15,13.13,0,0,0,0,3,7,2024,10,76.44,15.288,0.2112630732099759
67,3,2,1,0,61.74,2,0.05,117.31,21.6,0,3,0,0,3,5,2024,3,123.48,6.174,0.18257121122474856
41,2,3,0,5,19.02,2,0.1,34.24,8.22,1,2,0,0,3,9,2024,13,38.04,3.8040000000000003,0.23325766174801363
74,1,5,3,4,26.84,3,0.0,80.52,14.36,1,1,0,1,5,10,2023,6,80.52,0.0,0.176153091265947
10,1,5,1,3,20.25,1,0.0,20.25,2.34,0,1,1,0,3,7,2023,2,20.25,0.0,0.11011764705882353
22,2,3,1,6,55.61,1,0.0,55.61,9.33,0,1,1,1,3,4,2023,21,55.61,0.0,0.16481187069422365
61,2,6,3,2,32.14,2,0.15,54.64,3.92,0,2,1,0,4,4,2023,23,64.28,9.642,0.0704529115744069
1,2,6,3,4,54.56,2,0.2,87.3,20.25,0,0,0,0,2,3,2023,15,109.12,21.824,0.22933182332955834
61,2,0,0,9,14.63,2,0.15,24.87,2.71,0,1,1,0,5,10,2024,20,29.26,4.389,0.10475454194047158
50,1,5,3,2,8.83,2,0.2,14.13,0.98,1,2,0,0,5,8,2023,13,17.66,3.532,0.06477197620621282
8,2,3,2,8,14.96,1,0.2,11.97,2.37,1,0,1,0,0,3,2023,2,14.96,2.9920000000000004,0.18272937548188126
71,2,4,2,8,43.31,2,0.05,82.29,9.9,0,3,0,0,5,11,2024,13,86.62,4.331,0.11886180814023292
78,2,3,0,5,31.58,4,0.1,113.69,24.9,1,0,0,0,1,12,2023,17,126.32,12.632,0.21710698404394455
47,0,1,0,5,14.4,1,0.0,14.4,2.35,0,0,0,0,0,12,2024,9,14.4,0.0,0.1525974025974026
70,3,2,0,9,35.27,3,0.05,100.52,20.64,0,1,0,0,5,3,2024,14,105.81,5.290500000000001,0.20330969267139481
62,2,6,3,2,26.94,2,0.05,51.19,4.77,1,0,1,1,0,10,2023,14,53.88,2.6940000000000004,0.09139681931404484
19,0,1,2,1,44.37,2,0.15,75.43,4.6,0,2,1,0,1,5,2024,16,88.74,13.310999999999998,0.06018579091979588
23,2,4,3,4,10.96,1,0.1,9.86,1.54,1,0,1,0,6,5,2023,0,10.96,1.096,0.141804788213628
49,2,3,0,9,18.45,2,0.1,33.21,6.37,1,0,1,0,0,3,2024,0,36.9,3.69,0.1862028646594563
73,2,4,0,5,17.16,2,0.0,34.32,3.39,0,3,1,0,5,9,2024,14,34.32,0.0,0.09597961494903738
17,3,2,2,7,4.27,3,0.0,12.81,2.0,0,1,0,0,5,8,2023,10,12.809999999999999,0.0,0.1448225923244026
60,2,0,1,3,65.92,1,0.0,65.92,15.84,1,2,1,0,6,9,2023,6,65.92,0.0,0.23670053795576806
1,2,6,0,9,30.22,2,0.0,60.44,7.28,1,0,0,0,5,3,2024,2,60.44,0.0,0.11848958333333334
72,1,5,2,7,25.1,2,0.15,42.67,5.41,0,2,1,1,2,10,2023,2,50.2,7.53,0.1238836730020609
25,2,3,0,5,20.31,2,0.2,32.5,2.75,0,2,1,0,3,6,2023,1,40.62,8.124,0.08208955223880597
4,0,1,2,7,3.31,3,0.05,9.43,0.6,1,1,1,0,4,2,2024,13,9.93,0.4965,0.05752636625119847
2,0,1,0,9,16.59,1,0.15,14.1,2.7,1,2,0,1,1,8,2024,21,16.59,2.4884999999999997,0.17880794701986757
20,2,6,0,5,18.15,1,0.05,17.24,1.48,0,1,0,0,4,4,2023,20,18.15,0.9075,0.08114035087719298
64,1,5,2,7,8.95,4,0.15,30.43,6.6,1,1,1,0,5,3,2023,9,35.8,5.369999999999999,0.20999045497931912
24,2,4,1,3,56.77,2,0.0,113.54,15.01,1,3,0,1,0,6,2023,5,113.54,0.0,0.13104592282172167
52,1,5,3,4,33.08,1,0.2,26.46,6.34,1,3,0,0,2,9,2023,9,33.08,6.616,0.23088128186453022
5,0,1,2,7,62.72,2,0.05,119.17,19.18,1,0,0,0,6,9,2024,4,125.44,6.272,0.15960722310060746
33,1,5,3,4,28.49,1,0.1,25.64,5.82,1,2,0,0,0,4,2024,16,28.49,2.849,0.21846846846846849
10,2,3,0,5,30.15,4,0.2,96.48,17.37,1,3,0,0,2,3,2023,11,120.6,24.12,0.1781903980303652
75,2,3,2,8,23.51,1,0.0,23.51,3.76,0,2,0,0,4,4,2024,19,23.51,0.0,0.15340677274581802
22,2,6,3,4,13.38,1,0.1,12.04,2.04,0,1,1,0,0,5,2023,1,13.38,1.338,0.15644171779141106
41,3,2,3,4,24.47,3,0.2,58.73,3.94,0,3,1,0,1,1,2023,19,73.41,14.682,0.06596350242759083
5,0,1,2,8,26.2,4,0.0,104.8,12.47,0,2,1,0,2,10,2024,12,104.8,0.0,0.11786389413988659
54,2,6,1,6,109.26,1,0.2,87.41,17.94,0,0,0,0,1,12,2024,14,109.26,21.852000000000004,0.20291822192059725
40,2,6,3,2,21.15,1,0.2,16.92,1.49,1,2,0,0,1,11,2023,9,21.15,4.2299999999999995,0.08314732142857142
42,2,6,3,2,31.03,1,0.1,27.93,5.26,0,3,0,0,2,3,2024,12,31.03,3.103,0.18181818181818182
34,0,1,0,5,24.31,1,0.05,23.09,4.21,1,1,1,0,3,9,2024,5,24.31,1.2155,0.1747613117476131
77,1,5,0,9,1.63,1,0.2,1.3,0.32,1,2,0,0,5,4,2024,1,1.63,0.326,0.1391304347826087
41,1,5,3,4,47.86,1,0.0,47.86,4.65,0,1,1,0,2,5,2023,19,47.86,0.0,0.09516987310683586
29,2,3,1,3,75.04,1,0.1,67.54,7.62,0,1,1,1,5,1,2024,14,75.04,7.504000000000001,0.11117595564633789
59,0,1,0,9,40.82,1,0.15,34.7,3.72,0,0,1,0,4,2,2024,17,40.82,6.123,0.1042016806722689
31,1,5,0,9,6.81,3,0.0,20.43,3.27,0,2,0,0,5,12,2024,14,20.43,0.0,0.1525898273448437
56,1,5,3,4,53.06,1,0.15,45.1,7.42,0,0,1,0,5,7,2023,4,53.06,7.959,0.16095444685466376
53,1,5,3,4,3.04,1,0.05,2.89,0.52,1,1,0,0,3,5,2024,16,3.04,0.15200000000000002,0.13367609254498714
13,1,5,2,1,36.74,2,0.0,73.48,8.14,1,2,0,0,5,3,2024,16,73.48,0.0,0.10929108485499463
61,0,1,1,3,103.81,1,0.15,88.24,13.83,0,1,1,1,0,7,2023,20,103.81,15.5715,0.15497534737785748
33,2,3,0,5,5.19,4,0.15,17.65,2.35,1,2,1,0,3,2,2023,0,20.76,3.1140000000000003,0.1260053619302949
58,2,6,2,7,13.67,1,0.0,13.67,1.89,1,1,1,0,1,12,2024,12,13.67,0.0,0.12883435582822086
28,1,5,0,5,26.99,1,0.0,26.99,3.87,0,0,0,0,6,12,2023,12,26.99,0.0,0.1382636655948553
13,3,2,1,0,49.93,2,0.2,79.89,8.99,1,3,1,0,1,1,2024,19,99.86,19.972,0.11113858326121893
66,2,0,3,4,6.01,1,0.15,5.11,0.62,1,2,0,0,5,1,2023,2,6.01,0.9015,0.10147299509001637
70,0,1,0,9,26.37,1,0.0,26.37,3.43,1,0,1,1,3,3,2024,4,26.37,0.0,0.12531969309462915
38,1,5,2,1,3.75,1,0.1,3.38,0.42,0,3,0,0,2,4,2024,17,3.75,0.375,0.0958904109589041
9,0,1,3,2,34.47,1,0.15,29.3,6.7,1,1,1,1,4,2,2023,4,34.47,5.1705,0.22112211221122113
6,2,0,3,2,6.61,2,0.0,13.22,1.63,1,0,1,0,0,11,2023,18,13.22,0.0,0.11462728551336145
78,3,2,2,7,56.0,2,0.0,112.0,17.34,0,0,0,0,2,11,2024,18,112.0,0.0,0.15345132743362833
76,2,6,1,0,44.33,3,0.0,132.99,17.56,0,1,1,0,0,1,2023,14,132.99,0.0,0.13105455631017238
27,3,2,3,2,18.56,2,0.05,35.26,6.53,0,2,1,0,2,6,2024,12,37.12,1.8559999999999999,0.18008825151682295
29,3,2,3,2,41.27,2,0.05,78.41,12.71,1,3,1,0,6,11,2023,9,82.54,4.127000000000001,0.1600554086387105
58,2,4,2,8,0.38,2,0.2,0.61,0.06,1,2,0,0,6,10,2023,1,0.76,0.15200000000000002,0.037267080745341616
23,3,2,1,6,64.55,3,0.15,164.6,15.66,1,2,1,0,3,9,2024,23,193.64999999999998,29.047499999999996,0.09456521739130436
18,2,0,1,0,86.14,3,0.1,232.58,33.84,1,0,0,1,4,11,2024,4,258.42,25.842000000000002,0.14487541741587465
44,2,4,2,1,7.15,2,0.0,14.3,3.39,0,2,0,0,2,8,2023,17,14.3,0.0,0.22156862745098038
60,2,3,0,9,28.69,2,0.2,45.9,7.28,1,2,0,0,4,11,2023,18,57.38,11.476,0.15522388059701495
31,2,6,0,5,30.2,1,0.2,24.16,2.84,1,3,1,0,5,12,2023,5,30.2,6.04,0.11287758346581875
45,3,2,1,0,75.64,1,0.0,75.64,3.89,1,2,1,1,4,2,2024,21,75.64,0.0,0.050756784968684764
34,2,4,0,5,0.26,1,0.2,0.21,0.02,1,0,1,0,0,8,2024,0,0.26,0.052000000000000005,0.01652892561983471
42,3,2,3,4,1.41,2,0.2,2.26,0.56,1,1,0,1,2,9,2024,7,2.82,0.564,0.1717791411042945
68,2,0,0,5,35.44,2,0.0,70.88,4.42,0,1,1,1,2,3,2023,16,70.88,0.0,0.06149137451307735
54,3,2,3,4,30.94,2,0.1,55.69,11.79,1,3,0,1,4,3,2024,3,61.88,6.188000000000001,0.20797318751102487
72,0,1,2,8,30.01,1,0.0,30.01,5.98,1,2,0,1,4,4,2024,21,30.01,0.0,0.1928410190261206
49,2,6,2,8,31.93,2,0.0,63.86,13.01,1,3,1,0,0,3,2023,2,63.86,0.0,0.20058587727412888
65,2,0,1,3,46.4,4,0.05,176.32,13.0,0,1,0,0,2,11,2024,21,185.6,9.28,0.07331378299120235
39,2,4,3,2,29.65,4,0.0,118.6,11.8,0,0,0,0,4,11,2023,14,118.6,0.0,0.09866220735785955
66,3,2,2,1,30.86,2,0.0,61.72,8.6,1,3,0,1,2,9,2024,0,61.72,0.0,0.1371173469387755
71,2,0,0,5,10.71,4,0.2,34.27,5.66,1,1,0,0,0,8,2023,1,42.84,8.568000000000001,0.1604763254890842
66,2,0,1,3,97.32,3,0.1,262.76,42.35,1,2,1,0,2,11,2023,8,291.96,29.195999999999998,0.16056263269639068
10,3,2,3,4,34.48,4,0.0,137.92,15.19,1,3,0,0,0,6,2023,9,137.92,0.0,0.10934350705441982
17,0,1,2,8,1.17,4,0.05,4.45,0.3,1,0,0,0,6,9,2023,8,4.68,0.23399999999999999,0.055045871559633024
11,2,0,1,0,73.13,1,0.05,69.47,7.69,0,3,0,1,2,8,2024,23,73.13,3.6565,0.10912445012061871
40,3,2,0,9,5.51,2,0.1,9.92,1.55,1,3,1,0,2,12,2024,6,11.02,1.102,0.14194139194139194
21,3,2,0,9,40.74,2,0.0,81.48,13.24,1,3,1,0,4,4,2024,10,81.48,0.0,0.16052376333656643
38,2,6,1,0,83.17,2,0.2,133.07,31.76,1,3,0,0,4,7,2023,10,166.34,33.268,0.2368911762512121
64,2,0,3,4,8.59,2,0.2,13.74,3.32,0,0,1,0,0,6,2023,4,17.18,3.436,0.2252374491180461
77,2,4,1,6,79.27,1,0.15,67.38,9.51,1,0,0,1,1,10,2024,7,79.27,11.8905,0.1390757531441942
51,2,3,0,9,33.26,1,0.15,28.27,6.01,0,1,0,0,4,7,2024,13,33.26,4.989,0.20532968910146907
47,1,5,0,9,41.44,4,0.1,149.18,9.82,0,1,1,0,4,9,2024,16,165.76,16.576,0.06538820082567585
77,2,3,2,8,62.94,2,0.1,113.29,18.19,0,3,1,0,4,10,2024,20,125.88,12.588000000000001,0.15915653163006388
57,2,0,2,1,20.09,1,0.2,16.07,3.66,0,2,0,0,0,8,2024,3,20.09,4.018,0.21441124780316345
32,2,0,1,3,44.93,4,0.1,161.75,38.14,0,3,1,0,3,11,2023,0,179.72,17.972,0.23434715821812596
1,2,3,0,5,7.21,1,0.1,6.49,0.63,1,2,0,0,6,5,2023,22,7.21,0.7210000000000001,0.08411214953271028
43,0,1,3,2,8.68,1,0.2,6.94,1.16,1,1,0,0,2,4,2024,15,8.68,1.736,0.14609571788413098
3,2,4,1,3,58.46,2,0.05,111.07,13.57,1,2,1,0,1,10,2023,4,116.92,5.846,0.12108503613812796
68,2,6,3,2,31.82,1,0.0,31.82,2.16,1,3,0,0,5,5,2023,2,31.82,0.0,0.06581352833638025
14,2,3,1,3,65.53,2,0.0,131.06,24.52,1,2,1,0,6,2,2024,12,131.06,0.0,0.1856731788580948
25,0,1,3,2,41.54,2,0.0,83.08,10.15,0,3,0,0,1,3,2023,5,83.08,0.0,0.12071836346336823
74,0,1,3,2,25.26,2,0.05,47.99,6.53,1,1,1,0,6,11,2023,0,50.52,2.5260000000000002,0.13329250867523984
46,0,1,3,4,54.07,1,0.1,48.66,5.16,0,1,0,0,2,7,2023,12,54.07,5.407,0.10390656463954895
9,1,5,0,5,19.71,4,0.1,70.96,13.1,1,1,1,0,4,12,2024,6,78.84,7.884,0.18204558087826572
41,2,6,3,2,79.4,2,0.0,158.8,33.05,0,0,0,0,0,3,2023,14,158.8,0.0,0.20682102628285354
4,2,3,3,2,37.51,4,0.1,135.04,9.61,0,3,1,0,5,6,2023,20,150.04,15.004,0.07064098794472214
49,2,4,1,0,42.86,1,0.1,38.57,2.73,0,2,1,0,0,4,2024,21,42.86,4.2860000000000005,0.06899166034874905
53,2,6,0,9,3.58,1,0.1,3.22,0.63,1,0,0,0,4,4,2024,6,3.58,0.35800000000000004,0.14928909952606634
13,2,4,1,3,69.65,1,0.15,59.2,5.03,1,3,0,0,1,12,2023,20,69.65,10.4475,0.08355481727574751
18,2,4,3,2,20.53,1,0.2,16.42,2.84,1,3,0,0,3,10,2024,5,20.53,4.106000000000001,0.16303099885189434
36,2,4,2,7,39.28,1,0.15,33.39,2.92,0,2,1,1,3,7,2023,8,39.28,5.892,0.08490840360569933
78,2,6,3,4,34.46,1,0.05,32.74,7.17,1,0,0,0,6,10,2024,10,34.46,1.723,0.21250740960284528
49,2,3,1,0,58.54,3,0.0,175.62,26.72,1,3,0,0,1,5,2023,7,175.62,0.0,0.1512852451590986
16,2,4,1,3,43.06,1,0.1,38.75,4.18,0,2,0,0,2,10,2024,17,43.06,4.306,0.10515723270440251
52,2,6,3,2,5.3,3,0.1,14.31,1.91,0,0,0,0,2,5,2023,6,15.899999999999999,1.5899999999999999,0.12475506205094708
60,2,0,0,5,16.07,4,0.1,57.85,9.44,0,2,1,1,0,2,2023,8,64.28,6.428000000000001,0.16040781648258282
25,2,0,1,0,77.13,1,0.2,61.7,13.33,1,2,1,0,3,2,2023,23,77.13,15.426,0.21259968102073365
39,1,5,1,6,64.28,4,0.2,205.7,34.47,0,1,0,0,1,3,2024,3,257.12,51.42400000000001,0.1667634252539913
28,0,1,1,0,35.09,3,0.05,100.01,10.79,0,1,1,0,5,8,2024,11,105.27000000000001,5.2635000000000005,0.1068211068211068
25,2,4,1,6,63.46,1,0.2,50.77,5.81,0,2,1,0,6,10,2023,20,63.46,12.692,0.11222715858605369
42,1,5,2,8,32.71,2,0.2,52.34,5.53,1,0,0,0,3,4,2024,2,65.42,13.084000000000001,0.10367454068241469
20,0,1,2,7,7.32,2,0.0,14.64,3.57,1,2,1,1,2,10,2024,21,14.64,0.0,0.22826086956521738
54,1,5,3,2,28.07,3,0.0,84.21,4.98,0,3,1,0,6,8,2024,4,84.21000000000001,0.0,0.05844384461917616
41,3,2,0,5,26.16,4,0.05,99.41,6.83,1,1,0,0,4,3,2024,6,104.64,5.232,0.06802111343491685
0,2,4,1,0,37.14,3,0.0,111.42,21.25,0,1,0,1,6,10,2024,9,111.42,0.0,0.18902330546166163
58,2,3,0,5,32.16,4,0.1,115.78,21.86,1,0,0,0,6,11,2024,14,128.64,12.863999999999999,0.18718958725809212
10,0,1,1,0,71.22,4,0.0,284.88,50.8,0,1,1,0,0,11,2023,11,284.88,0.0,0.17769693577724918
4,3,2,3,2,46.66,4,0.0,186.64,12.57,1,2,1,0,1,8,2023,20,186.64,0.0,0.0669899808143253
75,2,4,2,1,46.08,2,0.15,78.34,13.32,1,1,0,0,6,5,2023,7,92.16,13.824,0.16788505167632972
74,1,5,1,0,32.45,2,0.0,64.9,6.37,0,2,1,0,1,10,2023,20,64.9,0.0,0.09666160849772382
79,0,1,1,0,41.24,4,0.0,164.96,8.8,0,0,0,0,4,2,2024,18,164.96,0.0,0.05302482525909858
65,2,4,3,2,35.3,3,0.1,95.31,6.34,0,2,0,0,3,6,2024,9,105.89999999999999,10.59,0.06582909355207144
79,3,2,1,3,70.28,1,0.1,63.25,10.58,0,0,0,0,6,3,2023,16,70.28,7.0280000000000005,0.16466926070038912
15,2,0,2,8,35.3,3,0.2,84.72,15.39,0,0,0,0,6,3,2024,3,105.89999999999999,21.18,0.1795380307979468
28,1,5,0,5,102.05,1,0.0,102.05,20.41,1,3,1,1,0,12,2023,16,102.05,0.0,0.19805919456574478
60,2,0,2,8,36.42,2,0.15,61.91,7.55,0,2,0,1,5,3,2023,8,72.84,10.926,0.12001271657924019
57,3,2,2,1,47.71,4,0.0,190.84,18.88,0,1,0,1,4,11,2024,23,190.84,0.0,0.09841534612176814
35,2,6,1,0,79.08,1,0.1,71.17,16.59,1,0,0,0,6,1,2025,23,79.08,7.908,0.22987390882638215
34,2,6,2,8,38.03,4,0.05,144.51,29.58,1,0,1,0,4,8,2023,16,152.12,7.606000000000001,0.20328499759466703
18,0,1,1,0,53.69,1,0.15,45.64,11.15,0,0,1,0,4,10,2023,18,53.69,8.0535,0.23906518010291597
34,2,4,2,8,40.18,1,0.2,32.14,4.03,0,3,1,0,3,8,2023,17,40.18,8.036,0.12160531080265541
42,2,3,2,1,9.54,4,0.15,32.44,4.3,0,1,1,0,0,5,2023,22,38.16,5.723999999999999,0.12858851674641147
46,2,6,1,6,55.26,1,0.05,52.5,11.56,1,2,0,0,4,8,2024,18,55.26,2.763,0.2160747663551402
